international_partnerships_activities_01,International intelligence exchange,International partnerships: International intelligence exchange. Illustrative system variable in the operational activities layer; not operational intelligence or a policy assessment.,international_partnerships,activities,activity,120,operations/month,,higher_better,,additive,,,
international_partnerships_activities_02,Joint operational planning,International partnerships: Joint operational planning. Illustrative system variable in the operational activities layer; not operational intelligence or a policy assessment.,international_partnerships,activities,activity,127,operations/month,,higher_better,,additive,,,
international_partnerships_activities_03,Partner training delivery,International partnerships: Partner training delivery. Illustrative system variable in the operational activities layer; not operational intelligence or a policy assessment.,international_partnerships,activities,activity,134,operations/month,,higher_better,,additive,,,
international_partnerships_activities_04,Upstream target development,International partnerships: Upstream target development. Illustrative system variable in the operational activities layer; not operational intelligence or a policy assessment.,international_partnerships,activities,activity,80,operations/month,,higher_better,,additive,,,
international_partnerships_activities_05,Cross-border deconfliction,International partnerships: Cross-border deconfliction. Illustrative system variable in the operational activities layer; not operational intelligence or a policy assessment.,international_partnerships,activities,activity,87,operations/month,,higher_better,,additive,,,
international_partnerships_outputs_01,International partner alerts,International partnerships: International partner alerts. Illustrative system variable in the immediate outputs layer; not operational intelligence or a policy assessment.,international_partnerships,outputs,output,133,outputs/month,,higher_better,,additive,,,
international_partnerships_outputs_02,Joint operations launched,International partnerships: Joint operations launched. Illustrative system variable in the immediate outputs layer; not operational intelligence or a policy assessment.,international_partnerships,outputs,output,140,outputs/month,,higher_better,,additive,,,
international_partnerships_outputs_03,Partner officers trained,International partnerships: Partner officers trained. Illustrative system variable in the immediate outputs layer; not operational intelligence or a policy assessment.,international_partnerships,outputs,output,86,outputs/month,,higher_better,,additive,,,
international_partnerships_outputs_04,Upstream drug seizures,International partnerships: Upstream drug seizures. Illustrative system variable in the immediate outputs layer; not operational intelligence or a policy assessment.,international_partnerships,outputs,output,93,outputs/month,,higher_better,,additive,,,
international_partnerships_outputs_05,Coordinated target lists,International partnerships: Coordinated target lists. Illustrative system variable in the immediate outputs layer; not operational intelligence or a policy assessment.,international_partnerships,outputs,output,100,outputs/month,,higher_better,,additive,,,
international_partnerships_outcomes_01,Upstream trafficking disruption,International partnerships: Upstream trafficking disruption. Illustrative system variable in the drug trafficking outcomes layer; not operational intelligence or a policy assessment.,international_partnerships,outcomes,outcome,85,outcome index,,higher_better,,additive,,,
international_partnerships_outcomes_02,International warning time,International partnerships: International warning time. Illustrative system variable in the drug trafficking outcomes layer; not operational intelligence or a policy assessment.,international_partnerships,outcomes,outcome,92,outcome index,,higher_better,,additive,,,
international_partnerships_outcomes_03,Shared route intelligence,International partnerships: Shared route intelligence. Illustrative system variable in the drug trafficking outcomes layer; not operational intelligence or a policy assessment.,international_partnerships,outcomes,outcome,99,outcome index,,higher_better,,additive,,,
international_partnerships_outcomes_04,Partner enforcement capability,International partnerships: Partner enforcement capability. Illustrative system variable in the drug trafficking outcomes layer; not operational intelligence or a policy assessment.,international_partnerships,outcomes,outcome,106,outcome index,,higher_better,,additive,,,
international_partnerships_outcomes_05,International route displacement,International partnerships: International route displacement. Illustrative system variable in the drug trafficking outcomes layer; not operational intelligence or a policy assessment.,international_partnerships,outcomes,outcome|risk,113,outcome index,,lower_better,,additive,,,
workforce_environment_01,Operational workload pressure,Workforce and readiness: Operational workload pressure. Illustrative system variable in the trafficking environment layer; not operational intelligence or a policy assessment.,workforce,environment,context,111,pressure index,,neutral,,,,,
workforce_environment_02,Shift-demand volatility,Workforce and readiness: Shift-demand volatility. Illustrative system variable in the trafficking environment layer; not operational intelligence or a policy assessment.,workforce,environment,context,118,pressure index,,neutral,,,,,
workforce_environment_03,Occupational safety risk,Workforce and readiness: Occupational safety risk. Illustrative system variable in the trafficking environment layer; not operational intelligence or a policy assessment.,workforce,environment,context,125,pressure index,,neutral,,,,,
workforce_environment_04,Recruitment competition,Workforce and readiness: Recruitment competition. Illustrative system variable in the trafficking environment layer; not operational intelligence or a policy assessment.,workforce,environment,context,132,pressure index,,neutral,,,,,
workforce_environment_05,Training demand,Workforce and readiness: Training demand. Illustrative system variable in the trafficking environment layer; not operational intelligence or a policy assessment.,workforce,environment,context,139,pressure index,,neutral,,,,,
workforce_inputs_01,Border officer headcount,Workforce and readiness: Border officer headcount. Illustrative system variable in the border force inputs layer; not operational intelligence or a policy assessment.,workforce,inputs,capability,124,capacity index,true,higher_better,2.5,,,,
workforce_inputs_02,Specialist training places,Workforce and readiness: Specialist training places. Illustrative system variable in the border force inputs layer; not operational intelligence or a policy assessment.,workforce,inputs,capability,131,capacity index,true,higher_better,2.5,,,,
workforce_inputs_03,Workforce wellbeing support,Workforce and readiness: Workforce wellbeing support. Illustrative system variable in the border force inputs layer; not operational intelligence or a policy assessment.,workforce,inputs,capability,138,capacity index,true,higher_better,2.5,,,,
workforce_inputs_04,Roster flexibility,Workforce and readiness: Roster flexibility. Illustrative system variable in the border force inputs layer; not operational intelligence or a policy assessment.,workforce,inputs,capability,84,capacity index,true,higher_better,2.5,,,,
workforce_inputs_05,Protective equipment availability,Workforce and readiness: Protective equipment availability. Illustrative system variable in the border force inputs layer; not operational intelligence or a policy assessment.,workforce,inputs,capability,91,capacity index,true,higher_better,2.5,,,,
workforce_activities_01,Operational skills training,Workforce and readiness: Operational skills training. Illustrative system variable in the operational activities layer; not operational intelligence or a policy assessment.,workforce,activities,activity,137,operations/month,,higher_better,,additive,,,
workforce_activities_02,Shift planning,Workforce and readiness: Shift planning. Illustrative system variable in the operational activities layer; not operational intelligence or a policy assessment.,workforce,activities,activity,83,operations/month,,higher_better,,additive,,,
workforce_activities_03,Frontline supervision,Workforce and readiness: Frontline supervision. Illustrative system variable in the operational activities layer; not operational intelligence or a policy assessment.,workforce,activities,activity,90,operations/month,,higher_better,,additive,,,
workforce_activities_04,Workforce welfare intervention,Workforce and readiness: Workforce welfare intervention. Illustrative system variable in the operational activities layer; not operational intelligence or a policy assessment.,workforce,activities,activity,97,operations/month,,higher_better,,additive,,,
workforce_activities_05,Operational lessons review,Workforce and readiness: Operational lessons review. Illustrative system variable in the operational activities layer; not operational intelligence or a policy assessment.,workforce,activities,activity,104,operations/month,,higher_better,,additive,,,
workforce_outputs_01,Trained officers available,Workforce and readiness: Trained officers available. Illustrative system variable in the immediate outputs layer; not operational intelligence or a policy assessment.,workforce,outputs,output,89,outputs/month,,higher_better,,additive,,,
workforce_outputs_02,Priority shifts covered,Workforce and readiness: Priority shifts covered. Illustrative system variable in the immediate outputs layer; not operational intelligence or a policy assessment.,workforce,outputs,output,96,outputs/month,,higher_better,,additive,,,
workforce_outputs_03,Competence assessments completed,Workforce and readiness: Competence assessments completed. Illustrative system variable in the immediate outputs layer; not operational intelligence or a policy assessment.,workforce,outputs,output,103,outputs/month,,higher_better,,additive,,,
workforce_outputs_04,Welfare cases supported,Workforce and readiness: Welfare cases supported. Illustrative system variable in the immediate outputs layer; not operational intelligence or a policy assessment.,workforce,outputs,output,110,outputs/month,,higher_better,,additive,,,
workforce_outputs_05,Safety actions completed,Workforce and readiness: Safety actions completed. Illustrative system variable in the immediate outputs layer; not operational intelligence or a policy assessment.,workforce,outputs,output,117,outputs/month,,higher_better,,additive,,,
workforce_outcomes_01,Operational readiness,Workforce and readiness: Operational readiness. Illustrative system variable in the drug trafficking outcomes layer; not operational intelligence or a policy assessment.,workforce,outcomes,outcome,102,outcome index,,higher_better,,additive,,,
workforce_outcomes_02,Workforce retention,Workforce and readiness: Workforce retention. Illustrative system variable in the drug trafficking outcomes layer; not operational intelligence or a policy assessment.,workforce,outcomes,outcome,109,outcome index,,higher_better,,additive,,,
workforce_outcomes_03,Officer fatigue risk,Workforce and readiness: Officer fatigue risk. Illustrative system variable in the drug trafficking outcomes layer; not operational intelligence or a policy assessment.,workforce,outcomes,outcome|risk,116,outcome index,,lower_better,,additive,,,
workforce_outcomes_04,Frontline decision quality,Workforce and readiness: Frontline decision quality. Illustrative system variable in the drug trafficking outcomes layer; not operational intelligence or a policy assessment.,workforce,outcomes,outcome,123,outcome index,,higher_better,,additive,,,
workforce_outcomes_05,Workforce safety incidents,Workforce and readiness: Workforce safety incidents. Illustrative system variable in the drug trafficking outcomes layer; not operational intelligence or a policy assessment.,workforce,outcomes,outcome|risk,130,outcome index,,lower_better,,additive,,,
safeguarding_environment_01,Child criminal exploitation,Safeguarding and vulnerability: Child criminal exploitation. Illustrative system variable in the trafficking environment layer; not operational intelligence or a policy assessment.,safeguarding,environment,context,128,pressure index,,neutral,,,,,
safeguarding_environment_02,Coerced drug couriers,Safeguarding and vulnerability: Coerced drug couriers. Illustrative system variable in the trafficking environment layer; not operational intelligence or a policy assessment.,safeguarding,environment,context,135,pressure index,,neutral,,,,,
safeguarding_environment_03,Modern slavery exposure,Safeguarding and vulnerability: Modern slavery exposure. Illustrative system variable in the trafficking environment layer; not operational intelligence or a policy assessment.,safeguarding,environment,context,81,pressure index,,neutral,,,,,
safeguarding_environment_04,Drug overdose risk,Safeguarding and vulnerability: Drug overdose risk. Illustrative system variable in the trafficking environment layer; not operational intelligence or a policy assessment.,safeguarding,environment,context,88,pressure index,,neutral,,,,,
safeguarding_environment_05,Community vulnerability,Safeguarding and vulnerability: Community vulnerability. Illustrative system variable in the trafficking environment layer; not operational intelligence or a policy assessment.,safeguarding,environment,context,95,pressure index,,neutral,,,,,
safeguarding_inputs_01,Safeguarding specialists,Safeguarding and vulnerability: Safeguarding specialists. Illustrative system variable in the border force inputs layer; not operational intelligence or a policy assessment.,safeguarding,inputs,capability,80,capacity index,true,higher_better,2.5,,,,
safeguarding_inputs_02,Victim referral pathways,Safeguarding and vulnerability: Victim referral pathways. Illustrative system variable in the border force inputs layer; not operational intelligence or a policy assessment.,safeguarding,inputs,capability,87,capacity index,true,higher_better,2.5,,,,
safeguarding_inputs_03,Trauma-informed training,Safeguarding and vulnerability: Trauma-informed training. Illustrative system variable in the border force inputs layer; not operational intelligence or a policy assessment.,safeguarding,inputs,capability,94,capacity index,true,higher_better,2.5,,,,
safeguarding_inputs_04,Victim support services,Safeguarding and vulnerability: Victim support services. Illustrative system variable in the border force inputs layer; not operational intelligence or a policy assessment.,safeguarding,inputs,capability,101,capacity index,true,higher_better,2.5,,,,
safeguarding_inputs_05,Local safeguarding partnerships,Safeguarding and vulnerability: Local safeguarding partnerships. Illustrative system variable in the border force inputs layer; not operational intelligence or a policy assessment.,safeguarding,inputs,capability,108,capacity index,true,higher_better,2.5,,,,
safeguarding_activities_01,Vulnerability screening,Safeguarding and vulnerability: Vulnerability screening. Illustrative system variable in the operational activities layer; not operational intelligence or a policy assessment.,safeguarding,activities,activity,93,operations/month,,higher_better,,additive,,,
safeguarding_activities_02,Consent-based victim referral,Safeguarding and vulnerability: Consent-based victim referral. Illustrative system variable in the operational activities layer; not operational intelligence or a policy assessment.,safeguarding,activities,activity,100,operations/month,,higher_better,,additive,,,
safeguarding_activities_03,Multi-agency safeguarding conference,Safeguarding and vulnerability: Multi-agency safeguarding conference. Illustrative system variable in the operational activities layer; not operational intelligence or a policy assessment.,safeguarding,activities,activity,107,operations/month,,higher_better,,additive,,,
safeguarding_activities_04,Trauma-informed victim interview,Safeguarding and vulnerability: Trauma-informed victim interview. Illustrative system variable in the operational activities layer; not operational intelligence or a policy assessment.,safeguarding,activities,activity,114,operations/month,,higher_better,,additive,,,
safeguarding_activities_05,Individual harm assessment,Safeguarding and vulnerability: Individual harm assessment. Illustrative system variable in the operational activities layer; not operational intelligence or a policy assessment.,safeguarding,activities,activity,121,operations/month,,higher_better,,additive,,,
safeguarding_outputs_01,Safeguarding referrals,Safeguarding and vulnerability: Safeguarding referrals. Illustrative system variable in the immediate outputs layer; not operational intelligence or a policy assessment.,safeguarding,outputs,output,106,outputs/month,,higher_better,,additive,,,
safeguarding_outputs_02,Potential victims supported,Safeguarding and vulnerability: Potential victims supported. Illustrative system variable in the immediate outputs layer; not operational intelligence or a policy assessment.,safeguarding,outputs,output,113,outputs/month,,higher_better,,additive,,,
safeguarding_outputs_03,Immediate risks escalated,Safeguarding and vulnerability: Immediate risks escalated. Illustrative system variable in the immediate outputs layer; not operational intelligence or a policy assessment.,safeguarding,outputs,output,120,outputs/month,,higher_better,,additive,,,
safeguarding_outputs_04,Support service placements,Safeguarding and vulnerability: Support service placements. Illustrative system variable in the immediate outputs layer; not operational intelligence or a policy assessment.,safeguarding,outputs,output,127,outputs/month,,higher_better,,additive,,,
safeguarding_outputs_05,Safeguarding intelligence submissions,Safeguarding and vulnerability: Safeguarding intelligence submissions. Illustrative system variable in the immediate outputs layer; not operational intelligence or a policy assessment.,safeguarding,outputs,output,134,outputs/month,,higher_better,,additive,,,
safeguarding_outcomes_01,Criminal exploitation reduced,Safeguarding and vulnerability: Criminal exploitation reduced. Illustrative system variable in the drug trafficking outcomes layer; not operational intelligence or a policy assessment.,safeguarding,outcomes,outcome|risk,119,outcome index,,lower_better,,additive,,,
safeguarding_outcomes_02,Victim safety,Safeguarding and vulnerability: Victim safety. Illustrative system variable in the drug trafficking outcomes layer; not operational intelligence or a policy assessment.,safeguarding,outcomes,outcome,126,outcome index,,higher_better,,additive,,,
safeguarding_outcomes_03,Re-trafficking risk,Safeguarding and vulnerability: Re-trafficking risk. Illustrative system variable in the drug trafficking outcomes layer; not operational intelligence or a policy assessment.,safeguarding,outcomes,outcome|risk,133,outcome index,,lower_better,,additive,,,
safeguarding_outcomes_04,Trust in border authorities,Safeguarding and vulnerability: Trust in border authorities. Illustrative system variable in the drug trafficking outcomes layer; not operational intelligence or a policy assessment.,safeguarding,outcomes,outcome,140,outcome index,,higher_better,,additive,,,
safeguarding_outcomes_05,Preventable individual harm,Safeguarding and vulnerability: Preventable individual harm. Illustrative system variable in the drug trafficking outcomes layer; not operational intelligence or a policy assessment.,safeguarding,outcomes,outcome|risk,86,outcome index,,lower_better,,additive,,,
drug_market_outcomes_environment_01,Wholesale drug demand,Drug market and public outcomes: Wholesale drug demand. Illustrative system variable in the trafficking environment layer; not operational intelligence or a policy assessment.,drug_market_outcomes,environment,context,84,pressure index,,neutral,,,,,
drug_market_outcomes_environment_02,Retail drug demand,Drug market and public outcomes: Retail drug demand. Illustrative system variable in the trafficking environment layer; not operational intelligence or a policy assessment.,drug_market_outcomes,environment,context,91,pressure index,,neutral,,,,,
drug_market_outcomes_environment_03,Trafficking price incentives,Drug market and public outcomes: Trafficking price incentives. Illustrative system variable in the trafficking environment layer; not operational intelligence or a policy assessment.,drug_market_outcomes,environment,context,98,pressure index,,neutral,,,,,
drug_market_outcomes_environment_04,Substitute substance availability,Drug market and public outcomes: Substitute substance availability. Illustrative system variable in the trafficking environment layer; not operational intelligence or a policy assessment.,drug_market_outcomes,environment,context,105,pressure index,,neutral,,,,,
drug_market_outcomes_environment_05,Criminal network resilience,Drug market and public outcomes: Criminal network resilience. Illustrative system variable in the trafficking environment layer; not operational intelligence or a policy assessment.,drug_market_outcomes,environment,context,112,pressure index,,neutral,,,,,
drug_market_outcomes_inputs_01,Drug market analysts,Drug market and public outcomes: Drug market analysts. Illustrative system variable in the border force inputs layer; not operational intelligence or a policy assessment.,drug_market_outcomes,inputs,capability,97,capacity index,true,higher_better,2.5,,,,
drug_market_outcomes_inputs_02,Market monitoring coverage,Drug market and public outcomes: Market monitoring coverage. Illustrative system variable in the border force inputs layer; not operational intelligence or a policy assessment.,drug_market_outcomes,inputs,capability,104,capacity index,true,higher_better,2.5,,,,
drug_market_outcomes_inputs_03,Public health data access,Drug market and public outcomes: Public health data access. Illustrative system variable in the border force inputs layer; not operational intelligence or a policy assessment.,drug_market_outcomes,inputs,capability,111,capacity index,true,higher_better,2.5,,,,
drug_market_outcomes_inputs_04,Impact evaluation capacity,Drug market and public outcomes: Impact evaluation capacity. Illustrative system variable in the border force inputs layer; not operational intelligence or a policy assessment.,drug_market_outcomes,inputs,capability,118,capacity index,true,higher_better,2.5,,,,
drug_market_outcomes_inputs_05,Academic research partnerships,Drug market and public outcomes: Academic research partnerships. Illustrative system variable in the border force inputs layer; not operational intelligence or a policy assessment.,drug_market_outcomes,inputs,capability,125,capacity index,true,higher_better,2.5,,,,
drug_market_outcomes_activities_01,Illicit market assessment,Drug market and public outcomes: Illicit market assessment. Illustrative system variable in the operational activities layer; not operational intelligence or a policy assessment.,drug_market_outcomes,activities,activity,110,operations/month,,higher_better,,additive,,,
drug_market_outcomes_activities_02,Drug price and purity tracking,Drug market and public outcomes: Drug price and purity tracking. Illustrative system variable in the operational activities layer; not operational intelligence or a policy assessment.,drug_market_outcomes,activities,activity,117,operations/month,,higher_better,,additive,,,
drug_market_outcomes_activities_03,Intervention impact evaluation,Drug market and public outcomes: Intervention impact evaluation. Illustrative system variable in the operational activities layer; not operational intelligence or a policy assessment.,drug_market_outcomes,activities,activity,124,operations/month,,higher_better,,additive,,,
drug_market_outcomes_activities_04,Trafficking displacement analysis,Drug market and public outcomes: Trafficking displacement analysis. Illustrative system variable in the operational activities layer; not operational intelligence or a policy assessment.,drug_market_outcomes,activities,activity,131,operations/month,,higher_better,,additive,,,
drug_market_outcomes_activities_05,Drug harm surveillance,Drug market and public outcomes: Drug harm surveillance. Illustrative system variable in the operational activities layer; not operational intelligence or a policy assessment.,drug_market_outcomes,activities,activity,138,operations/month,,higher_better,,additive,,,
drug_market_outcomes_outputs_01,Drug market size estimates,Drug market and public outcomes: Drug market size estimates. Illustrative system variable in the immediate outputs layer; not operational intelligence or a policy assessment.,drug_market_outcomes,outputs,output,123,outputs/month,,higher_better,,additive,,,
drug_market_outcomes_outputs_02,Price and purity reports,Drug market and public outcomes: Price and purity reports. Illustrative system variable in the immediate outputs layer; not operational intelligence or a policy assessment.,drug_market_outcomes,outputs,output,130,outputs/month,,higher_better,,additive,,,
drug_market_outcomes_outputs_03,Impact evaluation findings,Drug market and public outcomes: Impact evaluation findings. Illustrative system variable in the immediate outputs layer; not operational intelligence or a policy assessment.,drug_market_outcomes,outputs,output,137,outputs/month,,higher_better,,additive,,,
drug_market_outcomes_outputs_04,Displacement warnings,Drug market and public outcomes: Displacement warnings. Illustrative system variable in the immediate outputs layer; not operational intelligence or a policy assessment.,drug_market_outcomes,outputs,output,83,outputs/month,,higher_better,,additive,,,
drug_market_outcomes_outputs_05,Drug harm indicators,Drug market and public outcomes: Drug harm indicators. Illustrative system variable in the immediate outputs layer; not operational intelligence or a policy assessment.,drug_market_outcomes,outputs,output,90,outputs/month,,higher_better,,additive,,,
drug_market_outcomes_outcomes_01,Illicit drug availability,Drug market and public outcomes: Illicit drug availability. Illustrative system variable in the drug trafficking outcomes layer; not operational intelligence or a policy assessment.,drug_market_outcomes,outcomes,outcome|risk,136,outcome index,,lower_better,,additive,,,
drug_market_outcomes_outcomes_02,Drug purity risk,Drug market and public outcomes: Drug purity risk. Illustrative system variable in the drug trafficking outcomes layer; not operational intelligence or a policy assessment.,drug_market_outcomes,outcomes,outcome|risk,82,outcome index,,lower_better,,additive,,,
drug_market_outcomes_outcomes_03,Street drug price,Drug market and public outcomes: Street drug price. Illustrative system variable in the drug trafficking outcomes layer; not operational intelligence or a policy assessment.,drug_market_outcomes,outcomes,outcome,89,outcome index,,neutral,,additive,,,
drug_market_outcomes_outcomes_04,Drug-related overdose harm,Drug market and public outcomes: Drug-related overdose harm. Illustrative system variable in the drug trafficking outcomes layer; not operational intelligence or a policy assessment.,drug_market_outcomes,outcomes,outcome|risk,96,outcome index,,lower_better,,additive,,,
drug_market_outcomes_outcomes_05,Organised crime profitability,Drug market and public outcomes: Organised crime profitability. Illustrative system variable in the drug trafficking outcomes layer; not operational intelligence or a policy assessment.,drug_market_outcomes,outcomes,outcome|risk,103,outcome index,,lower_better,,additive,,,

# SECTION: edges
from,to,effect,elasticity,style,description
intelligence_environment_01,intelligence_inputs_01,increases,0.35,,Primary within-domain pathway: Trafficking threat volume supports Analyst capacity.
intelligence_environment_02,intelligence_inputs_01,increases,0.16,,Supporting within-domain pathway: Route volatility supports Analyst capacity.
intelligence_environment_02,intelligence_inputs_02,increases,0.35,,Primary within-domain pathway: Route volatility supports Intelligence systems.
intelligence_environment_03,intelligence_inputs_02,increases,0.16,,Supporting within-domain pathway: Intelligence gap supports Intelligence systems.
intelligence_environment_03,intelligence_inputs_03,increases,0.35,,Primary within-domain pathway: Intelligence gap supports Data access agreements.
intelligence_environment_04,intelligence_inputs_03,increases,0.16,,Supporting within-domain pathway: Reporting volume supports Data access agreements.
intelligence_environment_04,intelligence_inputs_04,increases,0.35,,Primary within-domain pathway: Reporting volume supports Language coverage.
intelligence_environment_05,intelligence_inputs_04,increases,0.16,,Supporting within-domain pathway: Network concealment supports Language coverage.
intelligence_environment_05,intelligence_inputs_05,increases,0.35,,Primary within-domain pathway: Network concealment supports Targeting budget.
intelligence_environment_01,intelligence_inputs_05,increases,0.16,,Supporting within-domain pathway: Trafficking threat volume supports Targeting budget.
intelligence_inputs_01,intelligence_activities_01,enables,0.30,,Primary within-domain pathway: Analyst capacity supports Threat assessment.
intelligence_inputs_02,intelligence_activities_01,enables,0.30,,Supporting within-domain pathway: Intelligence systems supports Threat assessment.
intelligence_inputs_02,intelligence_activities_02,enables,0.30,,Primary within-domain pathway: Intelligence systems supports Target development.
intelligence_inputs_03,intelligence_activities_02,enables,0.30,,Supporting within-domain pathway: Data access agreements supports Target development.
intelligence_inputs_03,intelligence_activities_03,enables,0.30,,Primary within-domain pathway: Data access agreements supports Intelligence fusion.
intelligence_inputs_04,intelligence_activities_03,enables,0.30,,Supporting within-domain pathway: Language coverage supports Intelligence fusion.
intelligence_inputs_04,intelligence_activities_04,enables,0.30,,Primary within-domain pathway: Language coverage supports Source evaluation.
intelligence_inputs_05,intelligence_activities_04,enables,0.30,,Supporting within-domain pathway: Targeting budget supports Source evaluation.
intelligence_inputs_05,intelligence_activities_05,enables,0.30,,Primary within-domain pathway: Targeting budget supports Operational dissemination.
intelligence_inputs_01,intelligence_activities_05,enables,0.30,,Supporting within-domain pathway: Analyst capacity supports Operational dissemination.
intelligence_activities_01,intelligence_outputs_01,increases,0.35,,Primary within-domain pathway: Threat assessment supports Actionable intelligence packages.
intelligence_activities_02,intelligence_outputs_01,increases,0.16,,Supporting within-domain pathway: Target development supports Actionable intelligence packages.
intelligence_activities_02,intelligence_outputs_02,increases,0.35,,Primary within-domain pathway: Target development supports High-risk movement alerts.
intelligence_activities_03,intelligence_outputs_02,increases,0.16,,Supporting within-domain pathway: Intelligence fusion supports High-risk movement alerts.
intelligence_activities_03,intelligence_outputs_03,increases,0.35,,Primary within-domain pathway: Intelligence fusion supports Target profiles.
intelligence_activities_04,intelligence_outputs_03,increases,0.16,,Supporting within-domain pathway: Source evaluation supports Target profiles.
intelligence_activities_04,intelligence_outputs_04,increases,0.35,,Primary within-domain pathway: Source evaluation supports Route assessments.
intelligence_activities_05,intelligence_outputs_04,increases,0.16,,Supporting within-domain pathway: Operational dissemination supports Route assessments.
intelligence_activities_05,intelligence_outputs_05,increases,0.35,,Primary within-domain pathway: Operational dissemination supports Partner intelligence briefings.
intelligence_activities_01,intelligence_outputs_05,increases,0.16,,Supporting within-domain pathway: Threat assessment supports Partner intelligence briefings.
intelligence_outputs_01,intelligence_outcomes_01,increases,0.35,,Primary within-domain pathway: Actionable intelligence packages supports Earlier threat detection.
intelligence_outputs_02,intelligence_outcomes_01,increases,0.16,,Supporting within-domain pathway: High-risk movement alerts supports Earlier threat detection.
intelligence_outputs_02,intelligence_outcomes_02,increases,0.35,,Primary within-domain pathway: High-risk movement alerts supports Targeting accuracy.
intelligence_outputs_03,intelligence_outcomes_02,increases,0.16,,Supporting within-domain pathway: Target profiles supports Targeting accuracy.
intelligence_outputs_03,intelligence_outcomes_03,increases,0.35,,Primary within-domain pathway: Target profiles supports Hidden route exposure.
intelligence_outputs_04,intelligence_outcomes_03,increases,0.16,,Supporting within-domain pathway: Route assessments supports Hidden route exposure.
intelligence_outputs_04,intelligence_outcomes_04,increases,0.35,,Primary within-domain pathway: Route assessments supports Criminal network visibility.
intelligence_outputs_05,intelligence_outcomes_04,increases,0.16,,Supporting within-domain pathway: Partner intelligence briefings supports Criminal network visibility.
intelligence_outputs_05,intelligence_outcomes_05,increases,0.35,,Primary within-domain pathway: Partner intelligence briefings supports Intelligence confidence.
intelligence_outputs_01,intelligence_outcomes_05,increases,0.16,,Supporting within-domain pathway: Actionable intelligence packages supports Intelligence confidence.
air_passenger_environment_01,air_passenger_inputs_01,increases,0.35,,Primary within-domain pathway: High-risk passenger demand supports Airport officer coverage.
air_passenger_environment_02,air_passenger_inputs_01,increases,0.16,,Supporting within-domain pathway: Passenger concealment sophistication supports Airport officer coverage.
air_passenger_environment_02,air_passenger_inputs_02,increases,0.35,,Primary within-domain pathway: Passenger concealment sophistication supports Detector dog availability.
air_passenger_environment_03,air_passenger_inputs_02,increases,0.16,,Supporting within-domain pathway: International flight connectivity supports Detector dog availability.
air_passenger_environment_03,air_passenger_inputs_03,increases,0.35,,Primary within-domain pathway: International flight connectivity supports Body scanner capacity.
air_passenger_environment_04,air_passenger_inputs_03,increases,0.16,,Supporting within-domain pathway: Airport facilitation risk supports Body scanner capacity.
air_passenger_environment_04,air_passenger_inputs_04,increases,0.35,,Primary within-domain pathway: Airport facilitation risk supports Baggage analytics.
air_passenger_environment_05,air_passenger_inputs_04,increases,0.16,,Supporting within-domain pathway: Passenger inspection pressure supports Baggage analytics.
air_passenger_environment_05,air_passenger_inputs_05,increases,0.35,,Primary within-domain pathway: Passenger inspection pressure supports Secure examination space.
air_passenger_environment_01,air_passenger_inputs_05,increases,0.16,,Supporting within-domain pathway: High-risk passenger demand supports Secure examination space.
air_passenger_inputs_01,air_passenger_activities_01,enables,0.30,,Primary within-domain pathway: Airport officer coverage supports Passenger risk selection.
air_passenger_inputs_02,air_passenger_activities_01,enables,0.30,,Supporting within-domain pathway: Detector dog availability supports Passenger risk selection.
air_passenger_inputs_02,air_passenger_activities_02,enables,0.30,,Primary within-domain pathway: Detector dog availability supports Baggage examination.
air_passenger_inputs_03,air_passenger_activities_02,enables,0.30,,Supporting within-domain pathway: Body scanner capacity supports Baggage examination.
air_passenger_inputs_03,air_passenger_activities_03,enables,0.30,,Primary within-domain pathway: Body scanner capacity supports Passenger questioning.
air_passenger_inputs_04,air_passenger_activities_03,enables,0.30,,Supporting within-domain pathway: Baggage analytics supports Passenger questioning.
air_passenger_inputs_04,air_passenger_activities_04,enables,0.30,,Primary within-domain pathway: Baggage analytics supports Canine screening.
air_passenger_inputs_05,air_passenger_activities_04,enables,0.30,,Supporting within-domain pathway: Secure examination space supports Canine screening.
air_passenger_inputs_05,air_passenger_activities_05,enables,0.30,,Primary within-domain pathway: Secure examination space supports Gate intervention.
air_passenger_inputs_01,air_passenger_activities_05,enables,0.30,,Supporting within-domain pathway: Airport officer coverage supports Gate intervention.
air_passenger_activities_01,air_passenger_outputs_01,increases,0.35,,Primary within-domain pathway: Passenger risk selection supports Passengers examined.
air_passenger_activities_02,air_passenger_outputs_01,increases,0.16,,Supporting within-domain pathway: Baggage examination supports Passengers examined.
air_passenger_activities_02,air_passenger_outputs_02,increases,0.35,,Primary within-domain pathway: Baggage examination supports Baggage searches completed.
air_passenger_activities_03,air_passenger_outputs_02,increases,0.16,,Supporting within-domain pathway: Passenger questioning supports Baggage searches completed.
air_passenger_activities_03,air_passenger_outputs_03,increases,0.35,,Primary within-domain pathway: Passenger questioning supports Air-border detections.
air_passenger_activities_04,air_passenger_outputs_03,increases,0.16,,Supporting within-domain pathway: Canine screening supports Air-border detections.
air_passenger_activities_04,air_passenger_outputs_04,increases,0.35,,Primary within-domain pathway: Canine screening supports Passengers referred.
air_passenger_activities_05,air_passenger_outputs_04,increases,0.16,,Supporting within-domain pathway: Gate intervention supports Passengers referred.
